hotspot_id,jurisdiction,severity,location_raw,traffic_ps,circle_no_clean,geocode_query,source_file,point_no_in_source,latitude,longitude,geocode_match_quality,geocoded_display_name,geocode_query_used,geocode_query_used_v3,geocode_precision,map_latitude,map_longitude,jittered_for_display,elevation_m,Aug2000_flood_total_mm,Aug2008_flood_total_mm,Oct2020_flood_total_mm,Aug2000_flood_max_daily_mm,Aug2008_flood_max_daily_mm,Oct2020_flood_max_daily_mm,snapshot_date,current_day_rain_mm,cum_rainfall_3day,cum_rainfall_5day,slope_degrees
HR0043,GHMC-Hyderabad,Major,"Panjagutta x road, near Masjid",Mahankali,17,"Panjagutta x road, near Masjid, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,16,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4368614,78.4919797,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0044,GHMC-Hyderabad,Major,Near CM Camp office,Mahankali,17,"Near CM Camp office, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,17,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4373258,78.4907413,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0045,GHMC-Hyderabad,Major,"Near Lal Banglow, DK Road",Mahankali,17,"Near Lal Banglow, DK Road, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,18,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4375085,78.49122729999999,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0046,GHMC-Hyderabad,Major,"More Jewellers, Panjagutta",Mahankali,17,"More Jewellers, Panjagutta, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,19,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.437628200000002,78.49203729999999,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0047,GHMC-Hyderabad,Major,"Sheesh Mahal Theater, Ameerpet",Mahankali,17,"Sheesh Mahal Theater, Ameerpet, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,20,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4381403,78.4919563,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0048,GHMC-Hyderabad,Major,"D.G.P Residence ,Kundhan bagh",Mahankali,17,"D.G.P Residence ,Kundhan bagh, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,21,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4375769,78.4908817,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0049,GHMC-Hyderabad,Major,"A ) Maithrivanam junction B) In front of Plot No D-76,Ramanna Enclave Apartment , Madura Nagar.",Mahankali,17,"A ) Maithrivanam junction B) In front of Plot No D-76,Ramanna Enclave Apartment , Madura Nagar., Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,22,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4368011,78.492211,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0050,GHMC-Hyderabad,Major,Near Harsha mess,Mahankali,17,"Near Harsha mess, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,23,17.4384028,78.4428706,full,"Hotel Harsha Mess, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 97 Somajiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500038, India",,"Harsha mess, Hyderabad, Telangana, India",point_level,17.4384028,78.4428706,False,537.6650067327735,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,4.993354028081943
HR0051,GHMC-Hyderabad,Major,Satyam theatre Diversion,Mahankali,17,"Satyam theatre Diversion, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,24,17.437594,78.4913299,full,"Mahankali Street, Ward 148 Ramgopalpet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Secunderabad mandal, Hyderabad, Telangana, 500003, India",,"Mahankali, Hyderabad, Telangana, India",point_level,17.4377056,78.49069,True,531.4492399999854,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,2.713253625193573
HR0052,GHMC-Hyderabad,Major,Near Chest hospital,Mahankali,19,"Near Chest hospital, Mahankali, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,25,17.4453059,78.4346494,full,"Government General and Chest Hospital, Vengal Rao Nagar Road, Madhura Nagar, Vengal Rao Nagar, Ward 99 Vengal Rao Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"Chest hospital, Hyderabad, Telangana, India",point_level,17.4453059,78.4346494,False,558.0530821568035,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,2.42246890626133
HR0053,GHMC-Hyderabad,Major,Opp. Mental hospital,S.R.Nagar,17,"Opp. Mental hospital, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,26,17.4506724,78.4361121,full,"Institute of Mental Health, Mumbai Highway, Erragadda, Ward 101 Erragadda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Ameerpet mandal, Hyderabad, Telangana, 500018, India",,"Mental hospital, Hyderabad, Telangana, India",point_level,17.4506724,78.4361121,False,550.7395774784208,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,4.120823943162386
HR0054,GHMC-Hyderabad,Major,Between SR.Nagar Community hall to L&O PS.SR.Nagar,S.R.Nagar,17,"Between SR.Nagar Community hall to L&O PS.SR.Nagar, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,27,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4421391,78.4413939,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0055,GHMC-Hyderabad,Major,"Prime Hospital, near Mythrivanam",S.R.Nagar,17,"Prime Hospital, near Mythrivanam, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,28,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4414308,78.442374,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0056,GHMC-Hyderabad,Major,Vengal Rao Nagar,S.R.Nagar,19,"Vengal Rao Nagar, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,29,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4411338,78.44088719999999,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0057,GHMC-Hyderabad,Major,Balkampet petrol pump,S.R.Nagar,17,"Balkampet petrol pump, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,30,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.441447,78.4424703,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0058,GHMC-Hyderabad,Major,Showrya Bhavan Junction,S.R.Nagar,18,"Showrya Bhavan Junction, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,31,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4421607,78.4418187,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0059,GHMC-Hyderabad,Major,Road No -10c,S.R.Nagar,18,"Road No -10c, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,32,17.4366247,78.4157959,full,"road no 10c, Gayatri Hills, Jubilee Hills, Ward 95 Jubilee Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500033, India",,"Road No -10c, Hyderabad, Telangana, India",point_level,17.4366247,78.4157959,False,571.1021199999286,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,5.26381213053539
HR0060,GHMC-Hyderabad,Major,"Road No 1, Jubille Hills (Opp:Balakrishna Residence )",S.R.Nagar,18,"Road No 1, Jubille Hills (Opp:Balakrishna Residence ), S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,33,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4414065,78.441807,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0061,GHMC-Hyderabad,Major,Sri Chaithnya jr collage Near BVBP Junction (near CVR News building),S.R.Nagar,18,"Sri Chaithnya jr collage Near BVBP Junction (near CVR News building), S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,34,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4425477,78.4407567,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0062,GHMC-Hyderabad,Major,Road 10 opp: apple bee school,S.R.Nagar,18,"Road 10 opp: apple bee school, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,35,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.4416405,78.4420617,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0063,GHMC-Hyderabad,Major,Poorna junction,S.R.Nagar,19,"Poorna junction, S.R.Nagar, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,36,17.4417071,78.4416081,full,"S. R. Nagar, Sanjeeva Reddy Nagar Main Road, Srinivas Nagar, Ameerpet, Ward 98 Ameerpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500038, India",,"S.R.Nagar, Hyderabad, Telangana, India",point_level,17.440845799999998,78.4417386,True,546.4216800000268,249.8,237.7,161.2,128.0,58.8,77.6,2026-09-09,2.5,18.8,23.3,3.6170727713330466
HR0064,GHMC-Hyderabad,Major,Green Bawarchi hotel towards Srinagar colony Infront of VINFLORA Hotel.,Banjarahills,19,"Green Bawarchi hotel towards Srinagar colony Infront of VINFLORA Hotel., Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,37,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.416868899999997,78.4403055,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0065,GHMC-Hyderabad,Major,"KBR park, near Cream stone, Banjara Hills (over flowing of rain water on to the road towards Jubilee Hills check post from the ponds of the park causing obstructing to the traffic movement)",Banjarahills,18,"KBR park, near Cream stone, Banjara Hills (over flowing of rain water on to the road towards Jubilee Hills check post from the ponds of the park causing obstructing to the traffic movement), Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,38,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.418158599999998,78.4401453,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0066,GHMC-Hyderabad,Major,Road no 12 Banjara Hills Opp side to Traffic P.S Banjara Hills.,Banjarahills,18,"Road no 12 Banjara Hills Opp side to Traffic P.S Banjara Hills., Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,39,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.4184457,78.4403028,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0067,GHMC-Hyderabad,Major,Before VLCC Bus stop towards Orrissa Island from Bharatiya Vidya Bhavan towards K.B.R.Park Side,Banjarahills,18,"Before VLCC Bus stop towards Orrissa Island from Bharatiya Vidya Bhavan towards K.B.R.Park Side, Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,40,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.418308,78.4397142,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0068,GHMC-Hyderabad,Major,TRS Bhavan,Banjarahills,18,"TRS Bhavan, Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,41,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.4173396,78.4401354,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0069,GHMC-Hyderabad,Major,Infront of Cinemax Theater Parking place (Open Land),Banjarahills,18,"Infront of Cinemax Theater Parking place (Open Land), Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,42,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.417347699999997,78.4394046,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0070,GHMC-Hyderabad,Major,Venkateshwara hotel to HDFC bank,Banjarahills,17,"Venkateshwara hotel to HDFC bank, Banjarahills, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,43,17.4177464,78.4399014,retry_success,"Banjara Hills, Ward 92 Venkateshwara Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Banjara Hills, Hyderabad, Telangana, India",,unresolved,17.416939099999997,78.4402965,True,580.9438237183992,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3070119549551524
HR0071,GHMC-Hyderabad,Major,"Intelligence office New bridge turning, Lakdikapool",Saifabad,12,"Intelligence office New bridge turning, Lakdikapool, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,44,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.403983200000003,78.4650213,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0072,GHMC-Hyderabad,Major,Old P S Saifabad Khairtabad,Saifabad,17,"Old P S Saifabad Khairtabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,45,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4042208,78.4663569,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0073,GHMC-Hyderabad,Major,"Shadan College, Khairtabad",Saifabad,17,"Shadan College, Khairtabad, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,46,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4046735,78.4662255,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0074,GHMC-Hyderabad,Major,Telugu Talli (Medicity Hospital),Saifabad,17,"Telugu Talli (Medicity Hospital), Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,47,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4047257,78.46561439999999,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0075,GHMC-Hyderabad,Major,infront of IMAX theater,Saifabad,17,"infront of IMAX theater, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,48,17.4136113,78.4641457,full,"Saraswathi Vidya Mandir High School, 6-1-486, A/5, Khairtabad-IMAX Rd, opp. IMAX Theater, Indira Nagar, Khairtabad, Hyderabad, Telangana 500004, Mint Road, Khairatabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"IMAX theater, Hyderabad, Telangana, India",point_level,17.4136113,78.4641457,False,521.073439999994,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,3.3601334858147682
HR0076,GHMC-Hyderabad,Major,King Koti X Road.,Saifabad,14,"King Koti X Road., Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,49,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4047671,78.466608,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0077,GHMC-Hyderabad,Major,"Near BJP office, Nampally",Saifabad,12,"Near BJP office, Nampally, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,50,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.404255900000003,78.4658844,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0078,GHMC-Hyderabad,Major,NEAR KLK BUILDING TOWARDS RED ROASE OPP; UDAY OMNI HOSPITAL;,Saifabad,14,"NEAR KLK BUILDING TOWARDS RED ROASE OPP; UDAY OMNI HOSPITAL;, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,51,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4045178,78.465645,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0079,GHMC-Hyderabad,Major,NIZAM LAW COLLEGE UP TO BASHEERBAGH TEMPLE ; WATER LOGGING PLACE,Saifabad,14,"NIZAM LAW COLLEGE UP TO BASHEERBAGH TEMPLE ; WATER LOGGING PLACE, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,52,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4046024,78.465807,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0080,GHMC-Hyderabad,Major,Near BJR Statue,Saifabad,14,"Near BJR Statue, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,53,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4054727,78.4663722,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0081,GHMC-Hyderabad,Major,"Opp Axis Bank, near Cafe Bhar",Saifabad,16,"Opp Axis Bank, near Cafe Bhar, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,54,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.4042163,78.4665954,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0082,GHMC-Hyderabad,Major,"Near Lokayutha office, Basheerbagh",Saifabad,14,"Near Lokayutha office, Basheerbagh, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,55,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.405350300000002,78.4651203,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
HR0083,GHMC-Hyderabad,Major,"Near swadish hotel, Basheerbagh",Saifabad,16,"Near swadish hotel, Basheerbagh, Saifabad, Hyderabad, Telangana, India",Major_Water_Logging_Points_with_Alternative_Routes.pdf,56,17.4047878,78.4658367,full,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",,"Saifabad, Hyderabad, Telangana, India",ward_level,17.404543,78.46639739999999,True,530.5370987103832,249.8,237.7,170.7,128.0,58.8,80.5,2026-09-09,2.6,14.6,22.1,4.147602198702925
